rhr10q00001	0	(笑)	{"0": 3, "1": 0}	dev
rhr10q00002	0	また機会があれば利用したいと思います。	{"0": 3, "1": 0}	train
rhr10q00003	0	2回目の利用です。	{"0": 3, "1": 0}	train
rhr10q00004	0	お世話になりありがとうございました。	{"0": 3, "1": 0}	train
rhr10q00005	0	家族旅行で利用させていただきました。	{"0": 3, "1": 0}	train
rhr10q00006	0	今回初めて利用させていただきました。	{"0": 3, "1": 0}	train
rhr10q00007	0	また機会があれば利用させて頂きます。	{"0": 3, "1": 0}	train
rhr10q00008	0	今回はありがとうございました。	{"0": 3, "1": 0}	dev
rhr10q00009	0	2泊しました。	{"0": 3, "1": 0}	train
rhr10q00010	0	素敵な時間をありがとうございました。	{"0": 2, "1": 1}	dev
rhr10q00011	0	【部屋】	{"0": 1, "1": 2}	train
rhr10q00012	1	朝食も良かったです。	{"0": 0, "1": 3}	train
rhr10q00013	0	」と。	{"0": 3, "1": 0}	train
rhr10q00014	0	また機会があれば泊まりたいと思います。	{"0": 1, "1": 2}	train
rhr10q00015	0	出張でお世話になりました。	{"0": 1, "1": 2}	test
rhr10q00016	0	また次回も利用したいと思います。	{"0": 1, "1": 2}	train
rhr10q00017	0	m(__)m	{"0": 3, "1": 0}	train
rhr10q00018	0	GWに利用しました。	{"0": 2, "1": 1}	train
rhr10q00019	0	先日はありがとうございました。	{"0": 3, "1": 0}	train
rhr10q00020	1	それ以外は良かったです。	{"0": 3, "1": 0}	train
rhr10q00021	1	部屋は普通です。	{"0": 0, "1": 3}	dev
rhr10q00022	0	また機会があれば是非利用したいです。	{"0": 2, "1": 1}	dev
rhr10q00023	0	これからもよろしくお願いします。	{"0": 3, "1": 0}	dev
rhr10q00024	0	又利用します。	{"0": 1, "1": 2}	train
rhr10q00025	0	1です。	{"0": 3, "1": 0}	train
rhr10q00026	0	^#)	{"0": 3, "1": 0}	train
rhr10q00027	1	お風呂は良かったです。	{"0": 0, "1": 3}	train
rhr10q00028	1	朝食は普通でした。	{"0": 0, "1": 3}	test
rhr10q00029	0	また是非行きたいです。	{"0": 2, "1": 1}	test
rhr10q00030	0	以上です。	{"0": 3, "1": 0}	train
rhr10q00031	0	今回もありがとうございました。	{"0": 3, "1": 0}	dev
rhr10q00032	0	次回もまた利用したいと思います。	{"0": 3, "1": 0}	train
rhr10q00033	0	久しぶりに宿泊しました。	{"0": 3, "1": 0}	train
rhr10q00034	1	朝食はバイキングでした。	{"0": 0, "1": 3}	train
rhr10q00035	0	いつもお世話になります。	{"0": 3, "1": 0}	dev
rhr10q00036	0	」と思いました。	{"0": 3, "1": 0}	train
rhr10q00037	1	朝食が美味しかったです。	{"0": 0, "1": 3}	train
rhr10q00038	0	また利用したいと思えるホテルでした。	{"0": 1, "1": 2}	test
rhr10q00039	0	夏休みの家族旅行で利用しました。	{"0": 3, "1": 0}	train
rhr10q00040	1	駅から近くて便利でした。	{"0": 0, "1": 3}	test
rhr10q00041	1	お風呂も気持ちよかったです。	{"0": 0, "1": 3}	train
rhr10q00042	1	部屋はきれいでした。	{"0": 0, "1": 3}	train
rhr10q00043	0	スタッフの皆さんありがとうございました。	{"0": 2, "1": 1}	train
rhr10q00044	0	バイクツーリングで利用しました。	{"0": 2, "1": 1}	train
rhr10q00045	0	これからも利用したいと思います。	{"0": 1, "1": 2}	train
rhr10q00046	1	部屋も綺麗です。	{"0": 0, "1": 3}	train
rhr10q00047	0	また利用したいと思ってます。	{"0": 1, "1": 2}	train
rhr10q00048	0	全体的に良かったです。	{"0": 1, "1": 2}	train
rhr10q00049	0	また行きたいお宿です。	{"0": 0, "1": 3}	train
rhr10q00050	0	また使いたいです。	{"0": 1, "1": 2}	train
rhr10q00051	1	部屋は狭いです。	{"0": 0, "1": 3}	dev
rhr10q00052	0	また利用しますね。	{"0": 2, "1": 1}	train
rhr10q00053	0	(́▽‘)	{"0": 3, "1": 0}	train
rhr10q00054	1	接客もよかったです。	{"0": 0, "1": 3}	train
rhr10q00055	0	また必ず利用します。	{"0": 2, "1": 1}	train
rhr10q00056	0	どうもお世話になりました。	{"0": 3, "1": 0}	dev
rhr10q00057	0	初めての宿泊です。	{"0": 2, "1": 1}	train
rhr10q00058	1	大浴場も良かったです。	{"0": 0, "1": 3}	train
rhr10q00059	1	スタッフの方も親切でした。	{"0": 0, "1": 3}	train
rhr10q00060	1	部屋は普通でした。	{"0": 0, "1": 3}	train
rhr10q00061	0	また来年も利用したいと思います。	{"0": 3, "1": 0}	test
rhr10q00062	0	またいきたいです。	{"0": 3, "1": 0}	train
rhr10q00063	0	また行きたいですね。	{"0": 3, "1": 0}	train
rhr10q00064	0	また利用させて下さい。	{"0": 3, "1": 0}	train
rhr10q00065	1	とても綺麗なホテルでした。	{"0": 0, "1": 3}	train
rhr10q00066	0	大変ありがとうございました。	{"0": 3, "1": 0}	train
rhr10q00067	1	フロントの対応は良かったです。	{"0": 0, "1": 3}	dev
rhr10q00068	0	また行きますね。	{"0": 3, "1": 0}	train
rhr10q00069	1	部屋も綺麗で良かったです。	{"0": 0, "1": 3}	train
rhr10q00070	0	素敵な思い出をありがとうございました。	{"0": 3, "1": 0}	dev
rhr10q00071	1	駅から近く便利でした。	{"0": 0, "1": 3}	train
rhr10q00072	1	朝食のバイキングも美味しかったです。	{"0": 0, "1": 3}	train
rhr10q00073	0	また宿泊したいホテルです。	{"0": 3, "1": 0}	train
rhr10q00074	0	さすがです。	{"0": 3, "1": 0}	train
rhr10q00075	1	コストパフォーマンスは最高です。	{"0": 0, "1": 3}	train
rhr10q00076	0	又行きたいです。	{"0": 3, "1": 0}	train
rhr10q00077	0	また行きたいと思っています。	{"0": 3, "1": 0}	train
