rteC31q00001	0	食事も大変、美味しかったです。	贅沢気分を味わえました。	null	[["食事も", 0], ["大変", 0], ["、", 0], ["美味しかったです", 1], ["<1>", 1], ["<unknown>", 1]]	train
rteC31q00002	0	とってもゆっくりすることができました。	お部屋は、とても良かったです。	null	[["とっても", 1], ["ゆっくり", 2], ["することができました", 2], ["<1>", 0], ["<unknown>", 1]]	train
rteC31q00003	0	一番のお気に入りは、朝食バイキングです。	博多駅筑紫口からすぐ。	null	[["一番", 1], ["の", 1], ["お気に入り", 1], ["は", 1], ["、", 1], ["朝食バイキング", 2], ["です", 1], ["<1>", 0], ["<unknown>", 1]]	dev
rteC31q00004	0	朝食、大満足です!	駅直結で便利です。	null	[["朝食", 2], ["、", 2], ["大満足です", 2], ["!", 1], ["<1>", 0], ["<unknown>", 1]]	train
rteC31q00005	0	お肌スベスベ♪	硫黄の香りがします。	null	[["お肌", 2], ["ス", 4], ["ベ", 4], ["ス", 0], ["ベ", 0], ["♪", 2], ["<1>", 0], ["<unknown>", 1]]	train
rteC31q00006	1	しかもこの値段!	それでいてこのお値段。	null	[["しかも", 0], ["この値段", 0], ["!", 0], ["<1>", 3], ["<unknown>", 0]]	train
rteC31q00007	0	特に夜景が!	温泉、部屋は良かった。	null	[["特に", 1], ["夜景が", 2], ["!", 1], ["<1>", 0], ["<unknown>", 1]]	dev
rteC31q00008	0	朝食のバイキングが大好きです。	朝食のバイキングが美味しいです。	null	[["朝食のバイキング", 0], ["が", 0], ["大", 2], ["好きです", 2], ["<1>", 1], ["<unknown>", 0]]	train
rteC31q00009	0	特にフレンチトーストがオススメです!	フレンチトーストが美味しいです。	null	[["特に", 0], ["フレンチトースト", 0], ["が", 0], ["オススメです", 0], ["!", 0], ["<1>", 3], ["<unknown>", 0]]	train
rteC31q00010	1	海の幸が新鮮でした。	お魚がとても新鮮でした。	null	[["海の幸", 1], ["が", 0], ["新鮮", 0], ["でした", 0], ["<1>", 2], ["<unknown>", 0]]	train
