rte13q00001	0	いいお宿です。	嬉しいお宿です。	{"0": 0, "1": 5}	null	test
rte13q00002	0	いいお宿です。	にいいです。	{"0": 5, "1": 0}	null	train
rte13q00003	1	いいお宿です。	いいお宿ですよ。	{"0": 1, "1": 4}	null	train
rte13q00004	1	いいお宿です。	良いお宿ですね。	{"0": 0, "1": 5}	null	dev
rte13q00005	1	いいお宿です。	いいお宿ですね。	{"0": 1, "1": 4}	null	train
rte13q00006	1	いつ行っても癒されます。	いつも癒されます。	{"0": 1, "1": 4}	null	train
rte13q00007	1	いつ行っても癒されます。	とても癒されます。	{"0": 0, "1": 5}	null	train
rte13q00008	1	いつ行っても癒されます。	いつ利用しても癒されます。	{"0": 0, "1": 5}	null	train
rte13q00009	1	いつ行っても癒されます。	癒されています。	{"0": 1, "1": 4}	null	train
rte13q00010	1	いつ行っても癒されます。	とっても癒されます。	{"0": 1, "1": 4}	null	train
rte13q00011	0	いまいちです。	にいいです。	{"0": 4, "1": 1}	null	dev
rte13q00012	0	いまいちです。	また使いたいです。	{"0": 4, "1": 1}	null	train
rte13q00013	0	いまいちです。	まずいです。	{"0": 2, "1": 3}	null	train
rte13q00015	0	いまいちです。	まだ伺いたいです。	{"0": 5, "1": 0}	null	train
rte13q00016	0	おかずは美味しかったです。	今年も美味しかったです。	{"0": 5, "1": 0}	null	dev
rte13q00018	0	おかずは美味しかったです。	味は大変おいしかったです。	{"0": 4, "1": 1}	null	train
rte13q00019	0	おかずは美味しかったです。	干物美味しかったです。	{"0": 3, "1": 2}	null	train
rte13q00021	1	おもてなしの心を感じました。	おもてなし良いと感じました。	{"0": 0, "1": 5}	null	train
rte13q00022	1	おもてなしの心を感じました。	おもてなしの心に感激しました。	{"0": 0, "1": 5}	null	train
rte13q00023	1	おもてなしの心を感じました。	おもてなしの心遣いを感じました。	{"0": 0, "1": 5}	null	train
rte13q00024	1	おもてなしの心を感じました。	おもてなしを感じられました。	{"0": 0, "1": 5}	null	train
rte13q00025	1	おもてなしの心を感じました。	おもてなしが最高だと感じました。	{"0": 0, "1": 5}	null	dev
rte13q00026	1	お値段以上です。	お値段以上の満足です!	{"0": 0, "1": 5}	null	dev
rte13q00027	1	お値段以上です。	値段以上のお部屋です。	{"0": 0, "1": 5}	null	train
rte13q00028	1	お値段以上です。	値段以上の満足です。	{"0": 0, "1": 5}	null	train
rte13q00029	1	お値段以上です。	お値段以上のお宿です。	{"0": 0, "1": 5}	null	train
rte13q00030	1	お値段以上です。	値段以上のホテルです。	{"0": 0, "1": 5}	null	train
rte13q00031	0	お料理も堪能できました。	大浴場も堪能できました。	{"0": 4, "1": 1}	null	train
rte13q00032	0	お料理も堪能できました。	十分堪能できました。	{"0": 1, "1": 4}	null	train
rte13q00034	1	お料理も堪能できました。	お料理も大変満足できました。	{"0": 0, "1": 5}	null	train
rte13q00035	1	お料理も堪能できました。	海鮮料理を堪能できました。	{"0": 0, "1": 5}	null	dev
rte13q00036	1	お部屋も広く快適に過ごすことができました。	広いお部屋で快適に過ごすことができました。	{"0": 0, "1": 5}	null	test
rte13q00037	1	お部屋も広く快適に過ごすことができました。	部屋はキレイで快適に過ごすことができました。	{"0": 1, "1": 4}	null	train
rte13q00038	1	お部屋も広く快適に過ごすことができました。	お部屋も快適に過ごすことができました。	{"0": 1, "1": 4}	null	train
rte13q00039	0	お部屋も広く快適に過ごすことができました。	滞在中は快適に過ごすことができました。	{"0": 2, "1": 3}	null	train
rte13q00040	0	お部屋も広く快適に過ごすことができました。	想像以上に快適に過ごすことができました。	{"0": 2, "1": 3}	null	train
rte13q00041	0	お風呂が一番良かったです。	お風呂もぬるかったです。	{"0": 4, "1": 1}	null	dev
rte13q00042	0	お風呂が一番良かったです。	お風呂がとっても良かったです。	{"0": 1, "1": 4}	null	train
rte13q00043	0	お風呂が一番良かったです。	お風呂も非常に良かったです。	{"0": 1, "1": 4}	null	train
rte13q00044	0	お風呂が一番良かったです。	野天風呂が良かったです。	{"0": 1, "1": 4}	null	dev
rte13q00045	0	お風呂が一番良かったです。	朝風呂は良かったです。	{"0": 2, "1": 3}	null	train
rte13q00046	0	お風呂とトイレは別。	お風呂とトイレは共用。	{"0": 5, "1": 0}	null	train
rte13q00047	0	お風呂とトイレは別。	お風呂とトイレの狭さ。	{"0": 5, "1": 0}	null	train
rte13q00048	0	お風呂とトイレは別。	お風呂とトイレが可愛い。	{"0": 5, "1": 0}	null	train
rte13q00049	0	お風呂とトイレは別。	トイレとお風呂は?	{"0": 4, "1": 1}	null	train
rte13q00051	0	お風呂は広く気持ちよかったです。	お風呂もよかったです。	{"0": 1, "1": 4}	null	train
rte13q00052	0	お風呂は広く気持ちよかったです。	お風呂はとても気持ちよかったです☆	{"0": 1, "1": 4}	null	train
rte13q00053	1	お風呂は広く気持ちよかったです。	お風呂も大きく気持ちよかったです。	{"0": 0, "1": 5}	null	train
rte13q00054	1	お風呂は広く気持ちよかったです。	お風呂は広かったですよね	{"0": 0, "1": 5}	null	train
rte13q00055	0	お風呂は広く気持ちよかったです。	お湯は気持ちよかったです。	{"0": 3, "1": 2}	null	train
rte13q00056	1	お風呂もサイコーでした。	露天風呂サイコーでした。	{"0": 3, "1": 2}	null	train
rte13q00057	0	お風呂もサイコーでした。	食事もサイコーでした。	{"0": 5, "1": 0}	null	train
rte13q00058	0	お風呂もサイコーでした。	どれもサイコーでした。	{"0": 2, "1": 3}	null	train
rte13q00059	0	お風呂もサイコーでした。	朝ごはんもサイコーでした。	{"0": 5, "1": 0}	null	train
rte13q00060	1	お風呂もサイコーでした。	お風呂もサイコー。	{"0": 0, "1": 5}	null	train
rte13q00061	1	お風呂も大きくゆっくり入れました。	お風呂は広くてゆっくり入ることができました。	{"0": 0, "1": 5}	null	train
rte13q00062	1	お風呂も大きくゆっくり入れました。	お風呂も大きくゆったりできます。	{"0": 0, "1": 5}	null	train
rte13q00064	1	お風呂も大きくゆっくり入れました。	お風呂が広くてゆったり入れました。	{"0": 0, "1": 5}	null	dev
rte13q00065	0	お風呂も大きくゆっくり入れました。	)ゆっくり入れました。	{"0": 4, "1": 1}	null	train
rte13q00066	1	お風呂も広くて疲れが取れました。	お風呂は広くて疲れが取れました。	{"0": 0, "1": 5}	null	train
rte13q00067	1	お風呂も広くて疲れが取れました。	お風呂が広くて疲れが取れました。	{"0": 0, "1": 5}	null	train
rte13q00068	1	お風呂も広くて疲れが取れました。	お風呂も広くて疲れを癒すことができました。	{"0": 0, "1": 5}	null	train
rte13q00069	0	お風呂も広くて疲れが取れました。	部屋も広くて疲れも取れました。	{"0": 5, "1": 0}	null	dev
rte13q00070	0	お風呂も広くて疲れが取れました。	ベッドも広く疲れが取れました。	{"0": 4, "1": 1}	null	train
rte13q00071	0	お風呂も文句なしです。	お風呂もです。	{"0": 5, "1": 0}	null	train
rte13q00073	1	お風呂も文句なしです。	お風呂も食事も文句無しです。	{"0": 0, "1": 5}	null	dev
rte13q00074	0	お風呂も文句なしです。	清潔感も文句なしです。	{"0": 5, "1": 0}	null	test
rte13q00075	0	お風呂も文句なしです。	味も量も文句なしです。	{"0": 5, "1": 0}	null	train
rte13q00076	1	きれいなホテルで接客も丁寧でした。	とてもきれいなホテルでした。	{"0": 1, "1": 4}	null	dev
rte13q00077	1	きれいなホテルで接客も丁寧でした。	きれいホテルでした。	{"0": 0, "1": 5}	null	train
rte13q00078	1	きれいなホテルで接客も丁寧でした。	駅近くできれいなホテルでした。	{"0": 2, "1": 3}	null	train
rte13q00080	1	きれいなホテルで接客も丁寧でした。	すごくきれいなホテルでした。	{"0": 2, "1": 3}	null	dev
rte13q00081	1	しかもボリューム満点!	大人もボリューム満点でした。	{"0": 1, "1": 4}	null	train
rte13q00082	1	しかもボリューム満点!	食事もボリューム満点!	{"0": 2, "1": 3}	null	train
rte13q00083	0	しかもボリューム満点!	朝もボリューム満点!	{"0": 3, "1": 2}	null	train
rte13q00084	1	しかもボリューム満点!	料理もボリューム満点。	{"0": 2, "1": 3}	null	train
rte13q00085	1	しかもボリューム満点!	朝食もボリューム満点でした!!	{"0": 3, "1": 2}	null	train
rte13q00086	0	そして朝食も美味しかったです。	美味しく嬉しかったです。	{"0": 2, "1": 3}	null	train
