rte15q00002	1	朝食は十分満足できる。	食事もおいしく大満足でした。	{"0": 3, "1": 7}	[["朝食は", 0], ["十分", 0], ["満足できる", 0], ["<1>", 3], ["<unknown>", 0]]	train
rte15q00004	1	皆様親切でした。	気遣いがある。	{"0": 4, "1": 6}	[["皆様", 0], ["親切でした", 0], ["<1>", 3], ["<unknown>", 0]]	train
rte15q00005	1	受付はとても丁寧。	スタッフの方々の対応もとても好感が持てました。	{"0": 1, "1": 4}	[["受付", 0], ["はとても", 0], ["丁寧", 0], ["<1>", 3], ["<unknown>", 0]]	test
rte15q00006	1	食事はバイキングで満足でした。	朝食バイキングも良いですよ。	{"0": 1, "1": 4}	[["食事は", 2], ["バイキングで", 0], ["満足でした", 0], ["<1>", 1], ["<unknown>", 0]]	train
rte15q00007	1	接客:◎	スタッフの対応は気持ち良かったです。	{"0": 0, "1": 5}	[["接客", 0], [":", 0], ["◎", 0], ["<1>", 2], ["<unknown>", 1]]	train
rte15q00008	1	夕飯の料理も美味しかったです。	お食事は文句なし!	{"0": 4, "1": 6}	[["夕飯の", 3], ["料理も", 0], ["美味しかったです", 0], ["<1>", 0], ["<unknown>", 0]]	train
rte15q00010	0	部屋が広すぎ。	贅沢すぎ!	{"0": 4, "1": 1}	null	train
rte15q00011	1	部屋も清潔感があった。	お部屋もキレイで広いです。	{"0": 4, "1": 6}	[["部屋も", 0], ["清潔感", 0], ["があった", 0], ["<1>", 2], ["<unknown>", 1]]	train
rte15q00012	1	朝ごはんも良かったですね。	料理も最高に美味しい!!	{"0": 0, "1": 5}	[["朝ごはんも", 0], ["良かったです", 0], ["ね", 0], ["<1>", 2], ["<unknown>", 1]]	train
rte15q00013	0	部屋が広すぎ。	和洋室で最高でした。	{"0": 4, "1": 1}	null	test
rte15q00014	1	仲居さんはとても感じが良かったです。	スタッフの対応がとても気持ち良かったです。	{"0": 1, "1": 4}	[["仲居さん", 1], ["はとても", 0], ["感じが良かったです", 0], ["<1>", 2], ["<unknown>", 0]]	train
rte15q00015	1	無料朝食有り!	朝食付きで大変美味しかったです。	{"0": 1, "1": 4}	[["無料", 1], ["朝食", 0], ["有り", 0], ["!", 0], ["<1>", 1], ["<unknown>", 1]]	train
rte15q00016	1	フロントの接客もとても感じが良かったです!	とても素敵な対応でした。	{"0": 0, "1": 5}	[["フロントの接客", 2], ["もとても", 0], ["感じが良かったです", 0], ["!", 0], ["<1>", 1], ["<unknown>", 0]]	dev
rte15q00017	1	フロントの方の笑顔は最高です!	サービスも良く大満足でした。	{"0": 0, "1": 5}	[["フロントの方の", 0], ["笑顔", 2], ["は最高です", 0], ["!", 0], ["<1>", 1], ["<unknown>", 0]]	train
rte15q00018	0	お部屋の露天風呂もすごく良かったです!	お部屋もお風呂も良かったです。	{"0": 0, "1": 5}	[["お部屋の", 1], ["露天風呂も", 3], ["すごく", 0], ["良かったです", 0], ["!", 0], ["<1>", 0], ["<unknown>", 0]]	test
rte15q00020	0	とても綺麗なカプセルホテル!	館内とても綺麗でした。	[{"0": 1, "1": 4}, {"0": 2, "1": 0}]	[["とても", 0], ["綺麗な", 0], ["カプセルホテル", 3], ["!", 0], ["<1>", 0], ["<unknown>", 0]]	test
rte15q00021	1	フロントの方の笑顔も良いです。	フロントの対応も丁寧で安心でした。	{"0": 0, "1": 5}	[["フロントの方の", 0], ["笑顔", 2], ["も", 0], ["良いです", 0], ["<1>", 1], ["<unknown>", 0]]	train
rte15q00023	1	お料理もとっても美味しかったです。	朝御飯は凄く美味しかったです。	{"0": 1, "1": 4}	[["お料理も", 1], ["とっても美味しかったです", 0], ["<1>", 2], ["<unknown>", 0]]	train
rte15q00024	1	食事がとても美味しい!	朝食は凄く良かったです。	{"0": 1, "1": 4}	[["食事が", 1], ["とても", 0], ["美味しい", 1], ["!", 0], ["<1>", 0], ["<unknown>", 1]]	train
rte15q00026	1	立地条件もとてもいい。	今治駅から徒歩圏内。	{"0": 3, "1": 7}	[["立地条件", 0], ["も", 0], ["とてもいい", 0], ["<1>", 3], ["<unknown>", 0]]	train
rte15q00027	1	古さを感じますが清掃が行き届いていました。	掃除も完璧でした。	{"0": 0, "1": 5}	[["古さを感じ", 3], ["ますが", 3], ["清掃が行き届いて", 0], ["いました", 0], ["<1>", 0], ["<unknown>", 0]]	train
rte15q00029	0	朝食に関しては大満足。	バイキングはとてもおいしかったです。	{"0": 6, "1": 4}	null	train
rte15q00031	1	量も多くて大満足です。	量も満足。	{"0": 1, "1": 4}	[["量も多く", 1], ["て", 0], ["大満足です", 0], ["<1>", 2], ["<unknown>", 0]]	train
rte15q00033	0	サービスが充実していました!	接客対応はとても良い。	{"0": 5, "1": 5}	null	train
rte15q00034	1	どれも美味しくて感激しました。	シンプルでとても美味しかったです。	{"0": 4, "1": 6}	[["どれも美味しく", 0], ["て", 0], ["感激しました", 1], ["<1>", 2], ["<unknown>", 0]]	train
rte15q00035	1	朝ごはんもすごく美味しくて...	夕食も朝食も美味しい!	{"0": 1, "1": 4}	[["朝ごはんも", 0], ["すごく", 0], ["美味しくて", 0], ["...", 1], ["<1>", 2], ["<unknown>", 0]]	dev
rte15q00036	0	部屋は狭いけど清潔です。	清潔感もあり静かでゆっくり休めました。	{"0": 4, "1": 1}	null	train
rte15q00037	0	夕食が素晴らしいものでした。	お料理もたっぷり!	{"0": 4, "1": 1}	null	train
rte15q00038	0	バイキング形式でとても美味しくいただきました。	朝食も種類が多かったです。	{"0": 4, "1": 6}	[["バイキング形式で", 3], ["とても", 1], ["美味しくいただきました", 2], ["<1>", 0], ["<unknown>", 0]]	test
rte15q00039	1	ホスピタリティが最高でした。	フロントの対応は感じが良かったです。	{"0": 1, "1": 4}	[["ホスピタリティ", 0], ["が", 0], ["最高でした", 1], ["<1>", 1], ["<unknown>", 1]]	dev
rte15q00040	1	ご飯が美味い!	食事もとてもおいしくいただきました。	{"0": 0, "1": 5}	[["ご飯が", 0], ["美味", 0], ["い", 0], ["!", 0], ["<1>", 3], ["<unknown>", 0]]	train
rte15q00041	1	風呂はいいです!	貸し切り風呂もゆっくりできました。	{"0": 1, "1": 4}	[["風呂は", 0], ["いいです", 0], ["!", 0], ["<1>", 2], ["<unknown>", 1]]	train
rte15q00042	0	お風呂が面白かったです。	お風呂も綺麗で気持ちが良かったです。	{"0": 4, "1": 1}	null	test
rte15q00043	0	ホテルの方の対応も親切でした。	サービスもいいと思います。	{"0": 6, "1": 4}	null	dev
rte15q00046	0	部屋の設備は最高。	清潔で使いやすかった。	{"0": 4, "1": 1}	null	train
rte15q00047	0	お風呂も広くとてもよかったです。	足を伸ばせてゆっくりできます。	{"0": 5, "1": 0}	null	dev
rte15q00048	1	従業員の方も丁寧に対応して頂きました。	フロントも感じがよかったです。	[{"0": 5, "1": 5}, {"0": 0, "1": 2}]	null	train
rte15q00050	1	スタッフの方はとても感じがよかったです。	スタッフの対応も早い。	{"0": 1, "1": 4}	[["スタッフの方は", 0], ["とても", 1], ["感じが", 2], ["よかったです", 1], ["<1>", 1], ["<unknown>", 0]]	test
rte15q00051	1	朝食は和食と洋食。	和洋食を堪能。	{"0": 1, "1": 4}	[["朝食は", 0], ["和食", 0], ["と", 0], ["洋食", 0], ["<1>", 2], ["<unknown>", 1]]	train
rte15q00052	1	最高のお部屋でした。	広いお部屋でゆったりできました。	{"0": 1, "1": 4}	[["最高の", 0], ["お部屋でした", 0], ["<1>", 2], ["<unknown>", 1]]	train
rte15q00053	0	夕食朝食とも満足!	部屋は広く朝食もおいしくいただきました。	{"0": 4, "1": 1}	null	dev
rte15q00054	1	さらに朝食が美味しい!	お食事も美味しく大満足でした。	{"0": 4, "1": 6}	[["さらに", 0], ["朝食が", 3], ["美味しい", 0], ["!", 0], ["<1>", 0], ["<unknown>", 0]]	dev
rte15q00056	1	部屋は広くてゆっくりすることができました。	広いしゆったりできます!	{"0": 0, "1": 5}	[["部屋は広くて", 0], ["ゆっくり", 0], ["することができました", 0], ["<1>", 3], ["<unknown>", 0]]	dev
rte15q00058	0	気遣いがとても嬉しかったです。	サービスは適度。	{"0": 6, "1": 4}	null	train
rte15q00060	1	とても素敵なホテル♪	部屋はとても綺麗で満足でした。	{"0": 3, "1": 7}	[["とても素敵な", 1], ["ホテル", 2], ["♪", 2], ["<1>", 0], ["<unknown>", 0]]	dev
rte15q00062	0	丁寧に作られてました。	量も味も最高!	{"0": 8, "1": 2}	null	train
rte15q00063	1	部屋も綺麗でぐっすり休めました。	部屋も広く清潔で満足です。	{"0": 1, "1": 4}	[["部屋も綺麗で", 0], ["ぐっすり", 2], ["休め", 3], ["ました", 1], ["<1>", 0], ["<unknown>", 0]]	train
rte15q00064	1	部屋もとてもきれいです。	超きれい!	{"0": 1, "1": 4}	[["部屋も", 3], ["とても", 0], ["きれいです", 0], ["<1>", 0], ["<unknown>", 0]]	dev
rte15q00065	0	施設が新しい。	部屋は清潔感があり使いやすいです。	{"0": 8, "1": 2}	null	train
rte15q00066	1	安いので妥当かと思います。	価格も安くてよかったです。	{"0": 3, "1": 7}	[["安いので", 0], ["妥当", 0], ["かと思います", 0], ["<1>", 3], ["<unknown>", 0]]	train
rte15q00069	1	嫌な顔一つせず対応してくれました。	接客の対応は良かったです!	{"0": 0, "1": 5}	[["嫌な顔", 1], ["一つ", 1], ["せず", 1], ["対応してくれました", 1], ["<1>", 2], ["<unknown>", 0]]	dev
rte15q00070	1	フロントの方も丁寧で親切でした。	接客が最高に良かったです。	{"0": 0, "1": 5}	[["フロントの方も", 1], ["丁寧で", 1], ["親切でした", 1], ["<1>", 2], ["<unknown>", 0]]	train
rte15q00071	1	朝食もおいしく満足でした。	ごはんもとっても美味しかったです!	{"0": 3, "1": 7}	[["朝食も", 0], ["おいしく", 0], ["満足でした", 0], ["<1>", 3], ["<unknown>", 0]]	train
rte15q00072	0	朝食も絶品。	食事もお勧めです。	{"0": 5, "1": 5}	null	dev
rte15q00073	1	清掃も行き届き清潔感があります。	お部屋は広くとても清潔でした。	{"0": 0, "1": 5}	[["清掃", 0], ["も", 0], ["行き届き", 0], ["清潔感があります", 0], ["<1>", 3], ["<unknown>", 0]]	train
rte15q00074	0	温泉がうれしいですね。	お風呂も食事も満足のいくものでした。	{"0": 7, "1": 3}	null	dev
rte15q00076	1	ゆっくり落ち着きました。	お部屋も清潔でゆったりできました。	{"0": 0, "1": 5}	[["ゆっくり", 0], ["落ち着き", 0], ["ました", 0], ["<1>", 3], ["<unknown>", 0]]	train
rte15q00077	1	とっても綺麗なホテルです。	掃除も行き届いていてよかった。	{"0": 4, "1": 6}	[["とっても", 1], ["綺麗な", 0], ["ホテルです", 0], ["<1>", 2], ["<unknown>", 0]]	train
rte15q00078	0	朝食が期待以上。	夕食朝食ともにとてもおいしかったです。	{"0": 6, "1": 4}	null	dev
rte15q00079	0	食事は全て美味しかったです!	夕食には大満足。	{"0": 6, "1": 4}	null	train
rte15q00080	0	お部屋も良かったし!	眺めもよくのんびりできました。	{"0": 6, "1": 4}	null	test
rte15q00081	1	ベッドも広く快適でした。	寝心地良い!	{"0": 1, "1": 4}	[["ベッドも広く", 2], ["快適でした", 0], ["<1>", 1], ["<unknown>", 0]]	dev
rte15q00082	0	部屋は和洋室で広々。	お部屋も広くてとても良かったです^^	{"0": 7, "1": 3}	null	dev
rte15q00083	1	スタッフの対応が早い。	ホテルの対応が素晴らしかったです。	{"0": 0, "1": 5}	[["スタッフの対応", 1], ["が", 1], ["早い", 2], ["<1>", 1], ["<unknown>", 0]]	train
rte15q00085	0	値段の割りにきれいです。	リーズナブルなお値段で宿泊できました。	[{"0": 0, "1": 5}, {"0": 2, "1": 0}]	[["値段", 0], ["の", 0], ["割り", 1], ["に", 1], ["きれいです", 2], ["<1>", 1], ["<unknown>", 0]]	train
rte15q00087	0	全てのスタッフの方の笑顔。	清々しくとても気持ち良かったです。	{"0": 8, "1": 2}	null	dev
